PassengerId,Age,SibSp,Parch,Fare,Sex,Embarked,Pclass,Cabin,Survived
663,47,0,0,25,0,0,1,3058,0
664,36,0,0,7,0,0,3,1000,0
665,20,1,0,7,0,0,3,3000,1
666,32,2,0,73,0,0,2,5000,0
667,25,0,0,13,0,0,2,5000,0
668,27,0,0,7,0,0,3,1000,0
669,43,0,0,8,0,0,3,1000,0
670,48,1,0,52,1,0,1,5126,1
671,40,1,1,39,1,0,2,2000,1
672,31,1,0,52,0,0,1,6071,0
673,70,0,0,10,0,0,2,3000,0
674,31,0,0,13,0,0,2,4000,1
675,24,0,0,0,0,0,2,4000,0
676,18,0,0,7,0,0,3,1000,0
677,24,0,0,8,0,0,3,1000,0
678,18,0,0,9,1,0,3,3000,1
679,43,1,6,46,1,0,3,1000,0
680,36,0,1,512,0,2,1,6051,1
681,34,0,0,8,1,1,3,2000,0
682,27,0,0,76,0,2,1,4049,1
683,20,0,0,9,0,0,3,1000,0
684,14,5,2,46,0,0,3,5000,0
685,60,1,1,39,0,0,2,5000,0
686,25,1,2,41,0,2,2,5000,0
687,14,4,1,39,0,0,3,5000,0
688,19,0,0,10,0,0,3,1000,0
689,18,0,0,7,0,0,3,1000,0
690,15,0,1,211,1,0,1,6005,1
691,31,1,0,57,0,0,1,6020,1
692,4,0,1,13,1,2,3,3000,1
693,30,0,0,56,0,0,3,3000,1
694,25,0,0,7,0,2,3,2000,0
695,60,0,0,26,0,0,1,5000,0
696,52,0,0,13,0,0,2,3000,0
697,44,0,0,8,0,0,3,1000,0
698,29,0,0,7,1,1,3,3000,1
699,49,1,1,110,0,2,1,5068,0
700,42,0,0,7,0,0,3,1063,0
701,18,1,0,227,1,2,1,5062,1
702,35,0,0,26,0,0,1,3024,1
703,18,0,1,14,1,2,3,5000,0
704,25,0,0,7,0,1,3,2000,0
705,26,1,0,7,0,0,3,1000,0
706,39,0,0,26,0,0,2,5000,0
707,45,0,0,13,1,0,2,4000,1
708,42,0,0,26,0,0,1,3024,1
709,22,0,0,151,1,0,1,5000,1
710,21,1,1,15,0,2,3,3000,1
711,24,0,0,49,1,2,1,5090,1
712,41,0,0,26,0,0,1,5124,0
713,48,1,0,52,0,0,1,5126,1
714,29,0,0,9,0,0,3,1000,0
715,52,0,0,13,0,0,2,3000,0
716,19,0,0,7,0,0,3,1073,0
717,38,0,0,227,1,2,1,5045,1
718,27,0,0,10,1,0,2,3101,1
719,35,0,0,15,0,1,3,2000,0
720,33,0,0,7,0,0,3,1000,0
721,6,0,1,33,1,0,2,2000,1
722,17,1,0,7,0,0,3,1000,0
723,34,0,0,13,0,0,2,5000,0
724,50,0,0,13,0,0,2,3000,0
725,27,1,0,53,0,0,1,3008,1
726,20,0,0,8,0,0,3,1000,0
727,30,3,0,21,1,0,2,5000,1
728,29,0,0,7,1,1,3,3000,1
729,25,1,0,26,0,0,2,5000,0
730,25,1,0,7,1,0,3,1000,0
731,29,0,0,211,1,0,1,6005,1
732,11,0,0,18,0,2,3,6000,0
733,24,0,0,0,0,0,2,4000,0
734,23,0,0,13,0,0,2,5000,0
735,23,0,0,13,0,0,2,5000,0
736,28,0,0,16,0,0,3,1000,0
737,48,1,3,34,1,0,3,1000,0
738,35,0,0,512,0,2,1,6101,1
739,39,0,0,7,0,0,3,1000,0
740,39,0,0,7,0,0,3,1000,0
741,41,0,0,30,0,0,1,4045,1
742,36,1,0,78,0,0,1,5046,0
743,21,2,2,262,1,2,1,6057,1
744,24,1,0,16,0,0,3,5000,0
745,31,0,0,7,0,0,3,3000,1
746,70,1,1,71,0,0,1,6022,0
747,16,1,1,20,0,0,3,1000,0
748,30,0,0,13,1,0,2,3000,1
749,19,1,0,53,0,0,1,4030,0
750,31,0,0,7,0,1,3,2000,0
751,4,1,1,23,1,0,2,2000,1
752,6,0,1,12,0,0,3,3121,1
753,33,0,0,9,0,0,3,1000,0
754,23,0,0,7,0,0,3,1000,0
755,48,1,2,65,1,0,2,2000,1
756,0,1,1,14,0,0,2,2000,1
757,28,0,0,7,0,0,3,1000,0
758,18,0,0,11,0,0,2,4000,0
759,34,0,0,8,0,0,3,1000,0
760,33,0,0,86,1,0,1,6077,1
761,27,0,0,14,0,0,3,1000,0
762,41,0,0,7,0,0,3,1000,0
763,20,0,0,7,0,2,3,3000,1
764,36,1,2,120,1,0,1,6096,1
765,16,0,0,7,0,0,3,1000,0
766,51,1,0,77,1,0,1,4011,1
767,51,0,0,39,0,2,1,6000,0
768,30,0,0,7,1,1,3,2000,0
769,33,1,0,24,0,1,3,5000,0
770,32,0,0,8,0,0,3,1000,0
771,24,0,0,9,0,0,3,1000,0
772,48,0,0,7,0,0,3,1000,0
773,57,0,0,10,1,0,2,3077,0
774,37,0,0,7,0,2,3,2000,0
775,54,1,3,23,1,0,2,2000,1
776,18,0,0,7,0,0,3,1000,0
777,27,0,0,7,0,1,3,2038,0
778,5,0,0,12,1,0,3,6000,1
779,27,0,0,7,0,1,3,2000,0
780,43,0,1,211,1,0,1,6003,1
781,13,0,0,7,1,2,3,3000,1
782,17,1,0,57,1,0,1,6020,1
783,29,0,0,30,0,0,1,4006,0
784,24,1,2,23,0,0,3,1000,0
785,25,0,0,7,0,0,3,1000,0
786,25,0,0,7,0,0,3,1000,0
787,18,0,0,7,1,0,3,3000,1
788,8,4,1,29,0,1,3,2000,0
789,1,1,2,20,0,0,3,5000,1
790,46,0,0,79,0,2,1,6082,0
791,27,0,0,7,0,1,3,2000,0
792,16,0,0,26,0,0,2,5000,0
793,20,8,2,69,1,0,3,5000,0
794,38,0,0,30,0,2,1,6000,0
795,25,0,0,7,0,0,3,1000,0
796,39,0,0,13,0,0,2,5000,0
797,49,0,0,25,1,0,1,4017,1
798,31,0,0,8,1,0,3,3000,1
799,30,0,0,7,0,2,3,2000,0
800,30,1,1,24,1,0,3,1000,0
801,34,0,0,13,0,0,2,5000,0
802,31,1,1,26,1,0,2,2000,1
803,11,1,2,120,0,0,1,6096,1
804,0,0,1,8,0,2,3,3000,1
805,27,0,0,6,0,0,3,3000,1
806,31,0,0,7,0,0,3,1000,0
807,39,0,0,0,0,0,1,7036,0
808,18,0,0,7,1,0,3,1000,0
809,39,0,0,13,0,0,2,5000,0
810,33,1,0,53,1,0,1,3008,1
811,26,0,0,7,0,0,3,1000,0
812,39,0,0,24,0,0,3,1000,0
813,35,0,0,10,0,0,2,2000,0
814,6,4,2,31,1,0,3,5000,0
815,30,0,0,8,0,0,3,1000,0
816,42,0,0,0,0,0,1,6102,0
817,23,0,0,7,1,0,3,1000,0
818,31,1,1,37,0,2,2,5000,0
819,43,0,0,6,0,0,3,1000,0
820,10,3,2,27,0,0,3,5000,0
821,52,1,1,93,1,0,1,6069,1
822,27,0,0,8,0,0,3,3000,1
823,38,0,0,0,0,0,1,6000,0
824,27,0,1,12,1,0,3,3121,1
825,2,4,1,39,0,0,3,5000,0
826,28,0,0,6,0,1,3,2000,0
827,23,0,0,56,0,0,3,1000,0
828,1,0,2,37,0,2,2,6000,1
829,29,0,0,7,0,1,3,3000,1
830,62,0,0,80,1,0,1,6028,1
831,15,1,0,14,1,2,3,3000,1
832,0,1,1,18,0,0,2,2000,1
833,37,0,0,7,0,2,3,2000,0
834,23,0,0,7,0,0,3,1000,0
835,18,0,0,8,0,0,3,1000,0
836,39,1,1,83,1,2,1,3049,1
837,21,0,0,8,0,0,3,1000,0
838,28,0,0,8,0,0,3,1000,0
839,32,0,0,56,0,0,3,3000,1
840,32,0,0,29,0,2,1,5047,1
841,20,0,0,7,0,0,3,1000,0
842,16,0,0,10,0,0,2,4000,0
843,30,0,0,31,1,2,1,5000,1
844,34,0,0,6,0,2,3,2000,0
845,17,0,0,8,0,0,3,1000,0
846,42,0,0,7,0,0,3,1000,0
847,19,8,2,69,0,0,3,5000,0
848,35,0,0,7,0,2,3,2000,0
849,28,0,1,33,0,0,2,5000,0
850,42,1,0,89,1,2,1,5092,1
851,4,4,2,31,0,0,3,5000,0
852,74,0,0,7,0,0,3,1000,0
853,9,1,1,15,1,2,3,3000,0
854,16,0,1,39,1,0,1,4028,1
855,44,1,0,26,1,0,2,5000,0
856,18,0,1,9,1,0,3,3000,1
857,45,1,1,164,1,0,1,6000,1
858,51,0,0,26,0,0,1,3017,1
859,24,0,3,19,1,2,3,3000,1
860,37,0,0,7,0,2,3,2000,0
861,41,2,0,14,0,0,3,1000,0
862,21,1,0,11,0,0,2,5000,0
863,48,0,0,25,1,0,1,4017,1
864,20,8,2,69,1,0,3,5000,0
865,24,0,0,13,0,0,2,5000,0
866,42,0,0,13,1,0,2,4000,1
867,27,1,0,13,1,2,2,4000,1
868,31,0,0,50,0,0,1,7024,0
869,22,0,0,9,0,0,3,1000,0
870,4,1,1,11,0,0,3,3000,1
871,26,0,0,7,0,0,3,1000,0
872,47,1,1,52,1,0,1,4035,1
873,33,0,0,5,0,0,1,6051,0
874,47,0,0,9,0,0,3,1000,0
875,28,1,0,24,1,2,2,6000,1
876,15,0,0,7,1,2,3,3000,1
877,20,0,0,9,0,0,3,1000,0
878,19,0,0,7,0,0,3,1000,0
879,39,0,0,7,0,0,3,1000,0
880,56,0,1,83,1,2,1,5050,1
881,25,0,1,26,1,0,2,6000,1
882,33,0,0,7,0,0,3,1000,0
883,22,0,0,10,1,0,3,1000,0
884,28,0,0,10,0,0,2,2000,0
885,25,0,0,7,0,0,3,1000,0
886,39,0,5,29,1,1,3,2000,0
887,27,0,0,13,0,0,2,5000,0
888,19,0,0,30,1,0,1,6042,1
889,29,1,2,23,1,0,3,1000,0
890,26,0,0,30,0,2,1,5148,1
891,32,0,0,7,0,1,3,2000,0
